index,title,description,location,country,currency,price,durationInDays,imagesURL,siteURL,rating,dateOfScrape
287,Elephant Plains Game Lodge 4-day Safari Tour,"Located in the world-famous Sabi Sand Game Reserve, next to Kruger National Park, lies the Elephant Plains Game Lodge, where you can experience a place of cosy elegance and economical luxury.","South Africa, Kruger National Park, Sabi Sands",South Africa,ZAR,"20,990",4,"['https://moafrikatours.com/wp-content/uploads/2022/08/Elephant-Plains-3-768x375.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/1-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/2-768x542.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/5-768x484.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/08/Elephant-Plains-3-1024x500.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/1-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/2-1024x722.jpg']",https://moafrikatours.com/south-africa/greater-kruger/sabi-sands-game-reserve/safaris/4-day/elephant-plains-game-lodge-4-day-safari/,,20250210_154317
288,Umkumbe Safari Lodge 4-day Safari Tour,Umkumbe Safari Lodge is located on the banks of the Sand River in the world-renowned Sabi Sand Game Reserve. You may see the “big five” in one of the nicest settings in all of southern Africa if you travel to Umkumbe.,"South Africa, Johannesburg, Kruger National Park, Sabi Sands",South Africa,ZAR,,4,"['https://moafrikatours.com/wp-content/uploads/2022/11/164712026-safari-wallpapers-768x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/luxury-safari-sabi-sands-umkumbe-boma-1-768x404.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/maxresdefault-1-1-768x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/sabi-sands-umkumbe-safari-pool-1-768x404.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/11/164712026-safari-wallpapers-1024x576.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/luxury-safari-sabi-sands-umkumbe-boma-1-1024x539.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/maxresdefault-1-1-1024x576.jpg']",https://moafrikatours.com/south-africa/greater-kruger/sabi-sands-game-reserve/umkumbe-safari-lodge/safaris/4-day/umkumbe-safari-lodge-4-day-safari-tour/,,20250210_154323
289,Umkumbe Safari Lodge 5-day Safari Tour,Umkumbe Safari Lodge is located on the banks of the Sand River in the world-renowned Sabi Sand Game Reserve. You may see the “big five” in one of the nicest settings in all of Southern Africa if you travel to Umkumbe.,"South Africa, Johannesburg, Kruger National Park, Sabi Sands",South Africa,ZAR,,5,"['https://moafrikatours.com/wp-content/uploads/2022/03/wade-lambert-gu11ihvi07q-unsplash-20200731082750-768x149.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/03/maxresdefault-768x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/08/luxury-safari-sabi-sands-umkumbe-boma-768x404.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/08/maxresdefault-1-768x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/03/wade-lambert-gu11ihvi07q-unsplash-20200731082750-1024x199.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/03/maxresdefault-1024x576.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/08/luxury-safari-sabi-sands-umkumbe-boma-1024x539.jpg']",https://moafrikatours.com/south-africa/greater-kruger/sabi-sands-game-reserve/umkumbe-safari-lodge/safaris/5-day/umkumbe-safari-lodge-5-day-safari-tour/,,20250210_154328
290,Elephant Plains Game Lodge 5-day Tour,"Located in the world-famous Sabi Sand Game Reserve, next to Kruger National Park, lies the Elephant Plains Game Lodge, a place of cosy elegance and economical luxury.","South Africa, Kruger National Park, Sabi Sands",South Africa,ZAR,,5,"['https://moafrikatours.com/wp-content/uploads/2022/08/1a3b9e153c32764828039a7d0cbbffed-2-6-768x511.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/08/252067143-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/08/Elephant-Plains-3-768x375.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/08/Elephant-Plains-Featured-768x422.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/08/1a3b9e153c32764828039a7d0cbbffed-2-6-1024x681.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/08/252067143-1024x682.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/08/Elephant-Plains-3-1024x500.jpg']",https://moafrikatours.com/south-africa/greater-kruger/sabi-sands-game-reserve/safaris/5-day/elephant-plains-game-lodge-5-day-safari/,,20250210_154334
291,Kruger National Park Private Transfers,"Our Kruger Park private transfers take you to the national park, the luxury lodges in Greater Kruger and accommodation in Hoedspruit and surrounds.","South Africa, Johannesburg",South Africa,ZAR,"2,333",1,"['https://moafrikatours.com/wp-content/uploads/2024/12/007.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/12/043.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/12/119.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/12/193.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/12/007.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/12/043.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/12/119.jpg']",https://moafrikatours.com/tours/kruger-national-park-private-transfers/,,20250210_154340
292,Private full day safari tour with your own chauffeur,"If it is not your first visit to South Africa and Gauteng, there may be some attractions in Johannesburg, Pretoria and surroundings that you would like to visit again, but you don’t really want to do the normal guided tour again.","South Africa, Johannesburg",South Africa,ZAR,"2,333",8,"['https://moafrikatours.com/wp-content/uploads/2024/12/043.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/03/adlpr-3nbtm-768x531.webp', 'https://moafrikatours.com/wp-content/uploads/2022/04/johannesburg-4322256_1280-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/11/Soweto-Orlando-Towers-1024x574-1-768x431.png', 'https://moafrikatours.com/wp-content/uploads/2024/12/043.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/03/adlpr-3nbtm.webp', 'https://moafrikatours.com/wp-content/uploads/2022/04/johannesburg-4322256_1280-1024x682.jpg']",https://moafrikatours.com/tours/private-full-day-safari-tour-with-your-own-chauffeur/,,20250210_154345
293,Private Kruger National Park Transfers,"With this private transfer service for up to four people, you can travel in comfort from anywhere in Johannesburg, including the O.R. Tambo International Airport, to Kruger National Park.",South Africa,South Africa,ZAR,,1,"['https://moafrikatours.com/wp-content/uploads/2022/04/Morukuru-Family-Madikwe-Gamedrive-with-white-rhino-768x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/04/Morukuru-Family-Madikwe-Gamedrive-with-white-rhino-1024x576.jpg']",https://moafrikatours.com/private-transfers/kruger-national-park/,,20250210_154350
294,Private Transfer Lion Park Tour,"The Lion & Safari Park is located in the historic Cradle of Humankind, about a 30-45-minute from the city and the ideal private tour from Johannesburg. It is a protected conservation area with over 80 lions, including the famous white lions from the internationally acclaimed feature film “The White Lion.” It also has cheetah, hyena, wild dogs, various antelope, and tower of tame giraffe.","South Africa, Johannesburg",South Africa,ZAR,"2,675",1,"['https://moafrikatours.com/wp-content/uploads/2022/01/9ba91f6d-e788-4d55-a2da-e4f1336aabeb-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/9ba91f6d-e788-4d55-a2da-e4f1336aabeb.jpeg']",https://moafrikatours.com/private-transfers/johannesburg-lion-park/,,20250210_154356
295,Private Transfers - Johannesburg to Pilanesberg/Suncity,"There will be no waiting in taxi lines at the airport. To travel efficiently to Sun City, groups can choose the 12-seat minibus, while private parties can book the 4-seat sedan.",South Africa,South Africa,ZAR,"1,284",1,"['https://moafrikatours.com/wp-content/uploads/2022/08/Sun-City-Resort-768x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/07/dfg.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/07/hjk.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/04/index.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/08/Sun-City-Resort.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/07/dfg.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/07/hjk.jpg']",https://moafrikatours.com/private-transfers/pilanesberg-national-park-johannesburg/,,20250210_154401
296,Private Transfer Cradle of Humankind & Sterkfontein Caves Tour, ,"South Africa, Johannesburg",South Africa,ZAR,"1,920.65",1,"['https://moafrikatours.com/wp-content/uploads/2022/03/88-768x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/CooperscaveSterkfontein.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Sterkfontein-Caves-2-768x512.jpeg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Sterkfonteincaves-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/03/88-1024x576.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/CooperscaveSterkfontein.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Sterkfontein-Caves-2-1024x682.jpeg']",https://moafrikatours.com/private-transfers/johannesburg-cradle-of-humankind/,,20250210_154407
297,Private Soweto Tour,"Experience a city within a city! Our half-day Private Soweto tour is an opportunity to experience the hustle and bustle of the vibrant city and learn more about events that shaped South Africa’s past. Born and raised in Soweto, your tour guide takes you to historic sites and cultural hotspots to showcase the city’s rich history and its modern-day culture.","South Africa, Johannesburg, Soweto",South Africa,ZAR,"1,920.65",1,"['https://moafrikatours.com/wp-content/uploads/2022/01/soweto101-768x320.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/soweto101.jpg']",https://moafrikatours.com/south-africa/johannesburg/soweto/tours/1-day/private/private-soweto-tour/,,20250210_154412
298,Private Pretoria Tour,This half-day private Pretoria tour takes you from Johannesburg to South Africa’s capital city to experience its historic sites and national monuments that tell the story of South Africa’s rich history.,"South Africa, Johannesburg, Pretoria",South Africa,ZAR,"1,872.50",1,"['https://moafrikatours.com/wp-content/uploads/2022/11/30885a99ea6b1a0538a4800d25a30b77ceeeb00d-768x324.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/11/R-3-768x502.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/11/R-4-768x452.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/11/9a370f03-city-32072-17314d6e9cf-768x439.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/11/30885a99ea6b1a0538a4800d25a30b77ceeeb00d-1024x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/11/R-3-1024x670.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/11/R-4-1024x603.jpg']",https://moafrikatours.com/south-africa/pretoria/tours/1-day/private-pretoria-tour/,,20250210_154418
299,Private Pilanesberg Closed Vehicle Day Tour,Pilanesberg National Park is South Africa’s fourth largest game park and definitely worth a visit when travelling through Southern Africa.,"South Africa, Johannesburg, Pilanesberg",South Africa,ZAR,"3,204.65",1,"['https://moafrikatours.com/wp-content/uploads/2022/01/60b1dddc-74d2-4cff-bbf0-626449d3d6ff-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/60b1dddc-74d2-4cff-bbf0-626449d3d6ff.jpeg']",https://moafrikatours.com/tours/private-pilanesberg-closed-vehicle-day-tour/,,20250210_154423
300,4 Day Luxury Shepherd's Tree Game Lodge Safari,"The popular Big 5 game reserve is located in a malaria-free region at the base of an ancient volcanic crater. It lies in a transitional zone between the dry, arid Kalahari Desert and lush Lowveld, and the wild animals have adapted well to the overlapping biospheres.","South Africa, Pilanesberg",South Africa,ZAR,"21,495",4,"['https://moafrikatours.com/wp-content/uploads/2022/01/shepherds-tree-Private-villa-bedroom-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/08/Shepherds-Tree-Game-Lodge-15-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/08/Shepherds-Tree-Game-Lodge-41-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/08/Shepherds-Tree-Game-Lodge-59-768x442.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/shepherds-tree-Private-villa-bedroom.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/08/Shepherds-Tree-Game-Lodge-15-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/08/Shepherds-Tree-Game-Lodge-41-1024x683.jpg']",https://moafrikatours.com/south-africa/pilanesberg-national-park/accommodation/4-day/luxury/4-day-luxury-shepherds-tree-game-lodge-safari/,,20250210_154429
301,4 Day Luxury Tshukudu Bush Lodge Safari,"Tshukudu Bush Lodge is positioned high on a rocky hill with panoramic views of the magnificent reserve and offers the perfect romantic retreat for an exclusive safari experience. Pilanesberg Game Reserve lies in the basin of an ancient volcanic crater. The extinct volcano is the perfect example of an alkaline ring complex and one of the largest of its type. The ecology of Pilanesberg is also fascinating; it lies in a transitional zone between the dry, arid Kalahari Desert and lush Lowveld and there is a lot of overlap in the richness of the reserve’s fauna and flora. Before the drive back to Johannesburg, you have the option of a game drive in a closed tour vehicle in Pilanesberg Game Reserve.","South Africa, Pilanesberg",South Africa,ZAR,"20,595",4,"['https://moafrikatours.com/wp-content/uploads/2022/01/Tshukudu-1-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/08/Tshukudu-Deck-View-web-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/08/Tsukudu_a02-768x504.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/08/Tsukudu_a05-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Tshukudu-1-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/08/Tshukudu-Deck-View-web.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/08/Tsukudu_a02.jpg']",https://moafrikatours.com/south-africa/pilanesberg-national-park/safaris/4-day/luxury/4-day-luxury-tshukudu-bush-lodge-safari/,,20250210_154434
302,4 Day Luxury Ivory Tree Game Lodge Safari,"South Africa’s favourite Big 5 game reserve lies in the basin of an ancient volcanic crater that forms part of a rare alkaline ring complex, and in a transitional zone between the dry Kalahari and lush Lowveld.","South Africa, Pilanesberg",South Africa,ZAR,"18,895",4,"['https://moafrikatours.com/wp-content/uploads/2022/11/ivory_tree_game_lodge_20_of_471-768x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Ivory-Tree-1-768x576.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Ivory-Tree-Game-Lodge-Archery-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Ivory-Tree-Game-Lodge-Executive-Suite-Lounge-768x511.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/11/ivory_tree_game_lodge_20_of_471-1024x576.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Ivory-Tree-1.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Ivory-Tree-Game-Lodge-Archery.jpg']",https://moafrikatours.com/tours/4-day-luxury-ivory-tree-game-lodge-safari/,,20250210_154440
303,4 Day Luxury Black Rhino Game Lodge Safari,The private reserve has been incorporated into the Pilanesberg and safari operators have unrestricted access to its public roads.  Black Rhino Safari Lodge offers guests luxury accommodation and an exclusive safari experience.,"South Africa, Pilanesberg",South Africa,ZAR,"20,495",4,"['https://moafrikatours.com/wp-content/uploads/2022/11/Black-Rhino-21-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/BEDROOM-VIEW-768x511.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/black-rhino-lodge-feb-2011-004-scaled-1-768x511.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/black-rhino-lodge-feb-2011-047-scaled-1-768x511.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/11/Black-Rhino-21.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/BEDROOM-VIEW-1024x682.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/black-rhino-lodge-feb-2011-004-scaled-1-1024x681.jpg']",https://moafrikatours.com/south-africa/pilanesberg-national-park/safaris/4-day/luxury/4-day-luxury-black-rhino-game-lodge-safari/,,20250210_154445
304,4 Day Luxury Bakubung Bush Lodge All Inclusive Safari Package,The reserve is located in a malaria-free region and that’s a large part of its attraction. Guests stay at Bakubung Bush Lodge which is one of the largest lodges in the Pilanesberg.,"South Africa, Pilanesberg",South Africa,ZAR,"16,195",4,"['https://moafrikatours.com/wp-content/uploads/2022/01/Bakubung-Junior-Rangers-Bushwalk-768x511.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/01STVR-IM0201-kambaku-river-sands-1475-1-768x448.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Bakubung-Bedroom-scaled-2-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/bakubung-bush-lodge05-1-768x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Bakubung-Junior-Rangers-Bushwalk-1024x681.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/01STVR-IM0201-kambaku-river-sands-1475-1-1024x597.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Bakubung-Bedroom-scaled-2-1024x684.jpg']",https://moafrikatours.com/south-africa/pilanesberg-national-park/safaris/4-day/luxury/4-day-luxury-bakubung-bush-lodge-all-inclusive-safari-package/,,20250210_154451
305,4 Day Luxury Kwa Maritane Bush Lodge All Inclusive Safari Package,Kwa Maritane Bush Lodge is one of the original lodges built in the reserve and caters for a wide range of guests; from families with young children to large groups of conference delegates and wedding guests. The rooms are elegantly decorated and the lodge facilities are superb with onsite activities to keep everyone busy between daily game drives.,"South Africa, Pilanesberg",South Africa,ZAR,"16,195",4,"['https://moafrikatours.com/wp-content/uploads/2022/11/06.1-Kwa-Maritane-Bush-Lodge-North-West-min-768x508.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Kwa-Maritane-1-1-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Kwa-Maritane-2-1-768x500.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Kwa-Maritane-3-1-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/11/06.1-Kwa-Maritane-Bush-Lodge-North-West-min-1024x678.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Kwa-Maritane-1-1-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Kwa-Maritane-2-1-1024x666.jpg']",https://moafrikatours.com/south-africa/pilanesberg-national-park/safaris/packages/4-day/luxury/4-day-luxury-kwa-maritane-bush-lodge-all-inclusive-safari-package/,,20250210_154456
306,Private Pilanesberg Shuttle 4 -9 persons,"Private Pilanesberg Shuttle 4 -9 persons gives you the opportunity to tailor your time schedule to your needs. For instance, if you need a transfer from Johannesburg’s OR Tambo International Airport to a lodge in the Pilanesberg National Park, you can select the place to be picked up from as well as the chosen departure time.","South Africa, Pilanesberg",South Africa,ZAR,"3,600",1,"['https://moafrikatours.com/wp-content/uploads/2023/01/Toyota-Quantum-VX-768x576.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/164712026-safari-wallpapers-1-768x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/A-Travellers-Guide-To-The-Pilanesberg-1-768x560.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/ckltvs2390w6d0qlutsjou1ei-0101020204-exterior-4.desktop-768x432.png', 'https://moafrikatours.com/wp-content/uploads/2023/01/Toyota-Quantum-VX.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/164712026-safari-wallpapers-1-1024x576.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/A-Travellers-Guide-To-The-Pilanesberg-1-1024x746.jpg']",https://moafrikatours.com/shuttle-services/private-pilanesberg-national-park/,,20250210_154502
307,Private Luxury Pilanesberg Shuttle,"You will be able to tailor your itinerary to your specific needs with this Private Luxury Pilanesberg Shuttle. Depending on your flight, you may have multiple departure times and locations.","South Africa, Kruger National Park, Pilanesberg",South Africa,ZAR,"6,000",1,"['https://moafrikatours.com/wp-content/uploads/2023/01/PHOTO-2022-08-30-21-01-21-1-768x829.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/01/PHOTO-2022-08-30-21-01-18-1-768x1024.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/01/PHOTO-2022-08-30-21-01-18-2-768x1024.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/01/PHOTO-2022-08-30-21-01-19-1-768x1024.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/01/PHOTO-2022-08-30-21-01-21-1-949x1024.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/01/PHOTO-2022-08-30-21-01-18-1-768x1024.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/01/PHOTO-2022-08-30-21-01-18-2-768x1024.jpg']",https://moafrikatours.com/private-transfers/luxury/pilanesberg-national-park/,,20250210_154507
308,Ann Van Dyk Cheetah Centre,The Ann van Dyk Cheetah Centre was previously known as the De Wildt Cheetah and Wildlife Centre. It is a captive breeding facility for South African cheetahs and other animals.,"South Africa, Johannesburg",South Africa,ZAR,"1,925",1,"['https://moafrikatours.com/wp-content/uploads/2023/01/0ww1h120008yaszio14B7-1-768x576.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/01/0ww1h120008yaszio14B7-768x576.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/01/615ca2e67aa6b8b0301cd88e7c1f1024-768x510.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/01/304960276_5363041930444676_2148007152166739913_n-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/01/0ww1h120008yaszio14B7-1-1024x768.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/01/0ww1h120008yaszio14B7-1024x768.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/01/615ca2e67aa6b8b0301cd88e7c1f1024-1024x680.jpg']",https://moafrikatours.com/south-africa/johannesburg/tours/1-day/ann-van-dyk-cheetah-centre/,,20250210_154513
309,5 Day Imagine Africa Lodge Safari,"Nestled between the northern Drakensberg Mountains and vast swaths of African wilderness, Imagine Africa Luxury Tented Camp, offers guests 5-day comforts and conveniences of modern living while also feeling completely immersed in the African wilderness. ","South Africa, Kruger National Park",South Africa,ZAR,"21,090",5,"['https://moafrikatours.com/wp-content/uploads/2023/01/imagine-africa-left-interior-tent-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/01/Buff-camo-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/01/Imagine-Africa-2-26-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/01/Imagine-Africa-2-42-768x482.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/01/imagine-africa-left-interior-tent-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/01/Buff-camo-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/01/Imagine-Africa-2-26-1024x682.jpg']",https://moafrikatours.com/south-africa/greater-kruger/balule-game-reserve/safaris/5-day/5-day-imagine-africa-lodge-safari/,,20250210_154518
310,Private Bakubung Transfers,"Mo Afrika Tours is pleased to offer Pilanesberg Shuttle Services in a diverse fleet of vehicles, including sedans, luxury sport utility vehicles (SUVs), and various different-size minibuses, some of which has the capacity to carry up to 25 passengers.","South Africa, Pilanesberg",South Africa,ZAR,750,1,"['https://moafrikatours.com/wp-content/uploads/2022/01/Bakubung-Game-Drive-Elephant-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/01STVR-IM0201-kambaku-river-sands-1475-768x448.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Bakubung-Bedroom-scaled-1-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/bakubung-bush-lodge05-768x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Bakubung-Game-Drive-Elephant-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/01STVR-IM0201-kambaku-river-sands-1475-1024x597.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Bakubung-Bedroom-scaled-1-1024x684.jpg']",https://moafrikatours.com/private-transfers/bakubung/,,20250210_154524
311,Private Transfers to Kwa Maritane Bush Lodge,"Suppose you yearn to visit the Pilanesberg National Park and have chosen Kwa Maritane Bush Lodge as your destination. In that case, MoAFrika can offer you a comfortable, private transfer from Johannesburg to the lodge. ","South Africa, Pilanesberg",South Africa,ZAR,825,1,"['https://moafrikatours.com/wp-content/uploads/2022/08/34.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Kwa-Maritane-1-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Kwa-Maritane-2-768x500.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Kwa-Maritane-3-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/08/34.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Kwa-Maritane-1-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Kwa-Maritane-2-1024x666.jpg']",https://moafrikatours.com/private-transfers/johannesburg-kwa-maritane-bush-lodge/,,20250210_154529
312,Daily Pilanesberg Shuttle and Transfer Services,"Mo Afrika Tours is pleased to offer Pilanesberg Shuttle Services in a diverse fleet of vehicles, including sedans, luxury sport utility vehicles (SUVs), and various different-size minibusses, each of which has the capacity to carry up to 25 passengers.","South Africa, Pilanesberg",South Africa,ZAR,825,1,"['https://moafrikatours.com/wp-content/uploads/2022/12/IMG_1423-1-768x471.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/12/IMG_1396-1-768x658.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/12/IMG_1469-1-768x624.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/03/Capture-768x170.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/12/IMG_1423-1-1024x628.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/12/IMG_1396-1-1024x877.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/12/IMG_1469-1-1024x833.jpg']",https://moafrikatours.com/shuttle-services/pilanesberg-national-park/,,20250210_154535
313,2 Day Classic Chalet Kruger Safari,"If you only have a few days to spare, a 2-day Kruger National Park classic chalet safari is a fantastic way to experience a real African safari.","South Africa, Kruger National Park",South Africa,ZAR,"9,410",2,"['https://moafrikatours.com/wp-content/uploads/2022/04/iStock_000008085548_Leopard_Kruger_National_Park-768x256.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/11/6354624a-768x509.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/11/kruger-accommodation-pretoriuskop-rest-camp-2-667x445-1.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/11/kruger-wildlife-safaris-swimming-pool.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/04/iStock_000008085548_Leopard_Kruger_National_Park-1024x341.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/11/6354624a.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/11/kruger-accommodation-pretoriuskop-rest-camp-2-667x445-1.jpg']",https://moafrikatours.com/south-africa/kruger-national-park/safaris/2-day/classic/2-day-classic-chalet-kruger-safari/,,20250210_154540
314,4 Day Kruger Park Hotel Safari,"The Kruger National Park is one of the world’s premier nature reserves, and you will spend a significant amount of time exploring it during this four-day hotel safari.","South Africa, Kruger National Park",South Africa,ZAR,"17,162",4,"['https://moafrikatours.com/wp-content/uploads/2022/11/164712026-safari-wallpapers-768x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/11/164712026-safari-wallpapers-1024x576.jpg']",https://moafrikatours.com/south-africa/kruger-national-park/safaris/4-day/4-day-kruger-park-hotel-safari/,,20250210_154546
